iter	MultiClass
217	0.2786851521
218	0.2770821362
219	0.2754952239
220	0.27387945
221	0.2724817451
222	0.2709345515
223	0.2694864873
224	0.268029541
225	0.2665111432
226	0.2650257705
227	0.2636057537
228	0.2622150405
229	0.2607631053
230	0.259418701
231	0.2579820702
232	0.256605161
233	0.2552709705
234	0.2539092878
235	0.2525930303
236	0.2513211066
237	0.2499181752
238	0.2487021347
239	0.2473483443
240	0.2460816919
241	0.2448055067
242	0.243563534
243	0.2425415947
244	0.2413169239
245	0.2400808843
246	0.2388205797
247	0.2376856979
248	0.2364525984
249	0.2352173816
250	0.2339999661
251	0.2328884761
252	0.231602277
253	0.2304092967
254	0.2293479074
255	0.2282082659
256	0.2270547595
257	0.2258704824
258	0.2248146644
259	0.2238142768
260	0.2226195206
261	0.2215514213
262	0.220423718
263	0.2193222236
264	0.2183273533
265	0.2173144299
266	0.2162326283
267	0.2152312353
268	0.2143253559
269	0.2133706948
270	0.2123712581
271	0.2114203024
272	0.2105514461
273	0.2094994085
274	0.2085214424
275	0.2076467983
276	0.2066590249
277	0.2057387989
278	0.2047841013
279	0.2040108949
280	0.2030825931
281	0.2021094699
282	0.2011148581
283	0.2002276125
284	0.1992996216
285	0.1983684001
286	0.1974370316
287	0.1965883611
288	0.195747448
289	0.1949675355
290	0.1940783225
291	0.1931657674
292	0.192359783
293	0.191728859
294	0.1908943047
295	0.1899461925
296	0.1891382783
297	0.188379904
298	0.1875657038
299	0.1866768787
300	0.1858383481
301	0.1850816457
302	0.1842478185
303	0.183438792
304	0.1826081022
305	0.1819104793
306	0.1811442335
307	0.1804028515
308	0.1795987448
309	0.1787324501
310	0.1778887236
311	0.1771723335
312	0.1765100441
313	0.1757682821
314	0.1750979679
315	0.1742451022
316	0.1735251837
317	0.1728156187
318	0.1721404622
319	0.1713993807
320	0.1707673477
321	0.1700222168
322	0.169381954
323	0.1686022868
324	0.1684258262
325	0.1677670713
326	0.1670577825
327	0.1664097849
328	0.1657345438
329	0.1650854918
330	0.1644305741
331	0.1637767607
332	0.1631821092
333	0.1625517755
334	0.161844321
335	0.161345023
336	0.1611048963
337	0.1605294096
338	0.1599692549
339	0.159339455
340	0.1587405138
341	0.1581529864
342	0.1576188707
343	0.1570733654
344	0.1564787075
345	0.1558469286
346	0.1553221653
347	0.1548512614
348	0.1542391402
349	0.1536974105
350	0.1531558066
351	0.1525020392
352	0.1518677924
353	0.1513357182
354	0.1507473925
355	0.1502900497
356	0.1498670379
357	0.1493839543
358	0.1487076637
359	0.1482031219
360	0.1477173895
361	0.1471380047
362	0.1466035956
363	0.146109835
364	0.1455941619
365	0.1451768346
366	0.1446361613
367	0.1441523823
368	0.1436653678
369	0.1430528992
370	0.1426377979
371	0.142170886
372	0.1416464723
373	0.141258035
374	0.1406602795
375	0.1402004142
376	0.139756971
377	0.1395138806
378	0.1390628391
379	0.1389415321
380	0.1383747208
381	0.1379457807
382	0.1374636328
383	0.1369024958
384	0.1364501657
385	0.1359986456
386	0.1354456328
387	0.1350711751
388	0.1345398773
389	0.1343444355
390	0.1339411127
391	0.1335241341
392	0.1330455454
393	0.1326477957
394	0.1322019138
395	0.1317295509
396	0.1313178272
397	0.1308706284
398	0.1303660918
399	0.1300057094
400	0.1296451705
401	0.1292474046
402	0.1287929954
403	0.1283454146
404	0.1280073574
405	0.1275840574
406	0.1271738413
407	0.1267445158
408	0.1263715017
409	0.1260462899
410	0.1257413973
411	0.1252836264
412	0.1248961651
413	0.1245320048
414	0.1241110343
415	0.1237339178
416	0.1236373736
417	0.1232747859
418	0.1229854154
419	0.1226367394
420	0.1222783177
421	0.1220344618
422	0.1215661468
423	0.121239789
424	0.1208257724
425	0.1205185352
426	0.1201195306
427	0.1197882003
428	0.1193820614
429	0.119030017
430	0.118696895
431	0.1183831541
432	0.1180856576
433	0.1178452331
434	0.1175225991
435	0.1171985795
436	0.1168198441
437	0.1166161444
438	0.1162747713
439	0.1160044261
440	0.1156145834
441	0.115254597
442	0.1148613827
443	0.1144882876
444	0.1140933733
445	0.1138053559
446	0.1135610017
447	0.1133195542
448	0.1129650147
449	0.1125239788
450	0.1121646936
451	0.1118340064
452	0.1115310036
453	0.1112612947
454	0.1110639013
455	0.1107539257
456	0.1104714792
457	0.1101996406
458	0.1098668796
459	0.1096077322
460	0.1092835277
461	0.1089232665
462	0.1087378946
463	0.1084996489
464	0.1083486216
465	0.1080126221
466	0.1076800323
467	0.1073901939
468	0.1072036219
469	0.1068725838
470	0.1065310245
471	0.1062926559
472	0.1059840347
473	0.1056356892
474	0.1055651064
475	0.1052201152
476	0.1049596748
477	0.1046716909
478	0.1043987291
479	0.104109553
480	0.1040412853
481	0.1037906907
482	0.1034450166
483	0.1031354788
484	0.1028494163
485	0.1026324507
486	0.1025662983
487	0.102295154
488	0.1019669706
489	0.1017261742
490	0.1014098951
491	0.1011249967
492	0.1008880994
493	0.1008771476
494	0.1006484267
495	0.1003749863
496	0.1001689232
497	0.09994163742
498	0.09987923332
499	0.09981738956
500	0.09952552994
501	0.09921892189
502	0.09895616242
503	0.09868467355
504	0.09849015983
505	0.09828845281
506	0.09800583928
507	0.09776795899
508	0.09753256678
509	0.09729545033
510	0.09713647388
511	0.09697256907
512	0.09674146074
513	0.09650005924
514	0.09628236381
515	0.09605138132
516	0.09595362971
517	0.09580218978
518	0.09560831557
519	0.09534954345
520	0.09517135813
521	0.09500388181
522	0.0949491132
523	0.09474739217
524	0.0945782624
525	0.0942977512
526	0.0941030326
527	0.09384503115
528	0.09369332785
529	0.09347031577
530	0.09326640327
531	0.09309092672
532	0.09293213115
533	0.09274409155
534	0.09255335719
535	0.092298122
536	0.09210889763
537	0.09190754481
538	0.09174908701
539	0.0915502435
540	0.09134643232
541	0.09114339187
542	0.09096446179
543	0.09078826176
544	0.09060392882
545	0.09045291206
546	0.09040460789
547	0.09035672573
548	0.09016160889
549	0.08995705945
550	0.08975073985
551	0.08970405904
552	0.08955273021
553	0.08934939006
554	0.08911642734
555	0.08892867923
556	0.08870984233
557	0.08854791376
558	0.08834809019
559	0.08814393188
560	0.08793281538
561	0.08778441503
562	0.08755289663
563	0.08736831684
564	0.08719026122
565	0.08695851773
566	0.08677189534
567	0.08657402855
568	0.0863933516
569	0.08627873677
570	0.08612852335
571	0.08598412514
572	0.08579810908
573	0.085674156
574	0.08547690411
575	0.08525953028
576	0.08504863011
577	0.08491700601
578	0.08473057336
579	0.0845847317
580	0.08436681171
581	0.08417033226
582	0.08405359492
583	0.08390602697
584	0.08376854559
585	0.08363584874
586	0.08362679433
587	0.08358706148
588	0.08340308856
589	0.08336387512
590	0.08318657626
591	0.0830260963
592	0.08287714567
593	0.08269868984
594	0.0825623157
595	0.08238202205
596	0.08221169933
597	0.08211125689
598	0.08200468696
599	0.08185217266
600	0.08164131054
601	0.0815173186
602	0.08137339171
603	0.08118789767
604	0.08117934765
605	0.08099632834
606	0.08080952375
607	0.08064821003
608	0.08045176527
609	0.0802767141
610	0.08013314045
611	0.0799864032
612	0.07980016617
613	0.0797800269
614	0.0796314176
615	0.07948539218
616	0.0793780874
617	0.07927334984
618	0.07909875588
619	0.07898767248
620	0.07889631562
621	0.0787806565
622	0.0786580328
623	0.07850235885
624	0.0783763541
625	0.07824303012
626	0.07805274294
627	0.07791884229
628	0.07776982214
629	0.07773655832
630	0.07757773609
631	0.0775594376
632	0.0774161945
633	0.07728640002
634	0.07714307827
635	0.07701822659
636	0.07692820923
637	0.07687914397
638	0.07671920218
639	0.07662256205
640	0.07643981772
641	0.07643208746
642	0.07641497587
643	0.07627667343
644	0.07614660046
645	0.07602928493
646	0.07594919827
647	0.07582033984
648	0.075668031
649	0.07554458322
650	0.07547131575
651	0.07535787736
652	0.07532709437
653	0.07518638665
654	0.07507331308
655	0.07495414761
656	0.07485886793
657	0.07480307524
658	0.0746367028
659	0.07449731661
660	0.07433469735
661	0.07422119535
662	0.07412664322
663	0.07404012573
664	0.0739249918
665	0.07379980971
666	0.07370166523
667	0.07358353988
668	0.07351579101
669	0.0733767715
670	0.07324601979
671	0.07318192445
672	0.0730259534
673	0.0729148644
674	0.07280833261
675	0.07268849088
676	0.07258293569
677	0.07243920736
678	0.07230456052
679	0.07224216259
680	0.07209944421
681	0.07197481816
682	0.07182897012
683	0.07165340142
684	0.07153036111
685	0.07145375806
686	0.0713593074
687	0.07123802031
688	0.07111140402
689	0.07100381961
690	0.07085311636
691	0.07073375696
692	0.0706037752
693	0.07049287546
694	0.07034153514
695	0.07019327198
696	0.07008669922
697	0.07001959508
698	0.0699018694
699	0.06975800149
700	0.06968554226
701	0.06961431912
702	0.06953367875
703	0.06948202755
704	0.06934236448
705	0.06927663756
706	0.06916185772
707	0.06903729341
708	0.06900299721
709	0.06890668806
710	0.06879766011
711	0.06865298285
712	0.06855441154
713	0.06843828541
714	0.06830374301
715	0.06816862474
716	0.06815201363
717	0.06805939173
718	0.06797338418
719	0.06783580072
720	0.06770899714
721	0.06762544688
722	0.06749708143
723	0.06747353852
724	0.06740260057
725	0.06732293031
726	0.06720553991
727	0.06715376527
728	0.06706044048
729	0.0669259334
730	0.06679990931
731	0.0666990012
732	0.06667639244
733	0.06663097222
734	0.06653349157
735	0.06647223137
736	0.06638680519
737	0.06628108642
738	0.06617506163
739	0.06605268311
740	0.06593487874
741	0.06582116957
742	0.06570952882
743	0.06560844807
744	0.06550068254
745	0.0653737833
746	0.06529760098
747	0.06516495037
748	0.06515884835
749	0.06505639507
750	0.06494455968
751	0.06483392546
752	0.06473671523
753	0.06466813433
754	0.06455725817
755	0.06445768297
756	0.06432772633
757	0.06421848133
758	0.06412475185
759	0.06400852638
760	0.06395367963
761	0.06383970424
762	0.06377171728
763	0.06369245619
764	0.06359688087
765	0.06346717114
766	0.06336489819
767	0.0632608991
768	0.06314688551
769	0.06305652686
770	0.06297632578
771	0.06289712879
772	0.0628262215
773	0.06272329788
774	0.06261661276
775	0.06253024085
776	0.06241840073
777	0.06228508695
778	0.06216669901
779	0.06215165922
780	0.06205788184
781	0.06197908026
782	0.06196412128
783	0.06191172582
784	0.06181389795
785	0.06179945148
786	0.0617455826
787	0.06164442431
788	0.06153814615
789	0.06144695493
790	0.06135416197
791	0.0612494666
792	0.06122784565
793	0.06115014853
794	0.06106156561
795	0.06095664681
796	0.06085820093
797	0.06082631595
798	0.06075077384
799	0.06068836523
800	0.06061040441
801	0.06049788796
802	0.06039338363
803	0.06031309912
804	0.06020871311
805	0.06011007108
806	0.06002476344
807	0.05994211563
