iter	MultiClass
196	0.0437078123
197	0.0435817485
198	0.04355021522
199	0.04325120099
200	0.04318912986
201	0.04271819703
202	0.0422440088
203	0.042061299
204	0.04183310093
205	0.04158562494
206	0.04149452825
207	0.04134758381
208	0.04130666809
209	0.04129354602
210	0.04121553298
211	0.04098323142
212	0.04090506271
213	0.04082452921
214	0.04073128203
215	0.04051119879
216	0.04014408849
217	0.04001772311
218	0.03993999692
219	0.03980451782
220	0.03951189442
221	0.03946435485
222	0.03917917463
223	0.03904723476
224	0.03889945443
225	0.03882463043
226	0.03878967169
227	0.03847813848
228	0.03843514372
229	0.0382662573
230	0.03819011355
231	0.03815723128
232	0.0379200983
233	0.03787980119
234	0.03776902096
235	0.03754637706
236	0.0375188299
237	0.03746319314
238	0.03719720574
239	0.03691187544
240	0.03682079864
241	0.03660794624
242	0.03650600676
243	0.03643962521
244	0.03628090757
245	0.03610223472
246	0.03605035211
247	0.03601423052
248	0.03598553457
249	0.03580358123
250	0.03558988607
251	0.0355399777
252	0.03508445426
253	0.03501409367
254	0.0349584335
255	0.03491370011
256	0.03488224869
257	0.0343155991
258	0.03427665875
259	0.03424347776
260	0.03411972157
261	0.03406251606
262	0.03389716949
263	0.03383299992
264	0.03377119485
265	0.03355162796
266	0.03350832701
267	0.03348513024
268	0.03330898824
269	0.03312572088
270	0.03309233737
271	0.03299605946
272	0.0328837528
273	0.0328440256
274	0.03280956157
275	0.03279327928
276	0.03219993002
277	0.03214477827
278	0.03203170664
279	0.03160975988
280	0.03150994447
281	0.03110839554
282	0.03105043631
283	0.03099419787
284	0.03081061923
285	0.03072895968
286	0.03071507997
287	0.03067455812
288	0.03065590935
289	0.03047768675
290	0.03039906137
291	0.03030469372
292	0.03027959037
293	0.03026934733
294	0.03025282212
295	0.02994376127
296	0.02991124781
297	0.02961519734
298	0.02956870556
299	0.02937952055
300	0.02920560893
301	0.0291358234
302	0.02910889713
303	0.0291001174
304	0.0290333414
305	0.02899215354
306	0.02891578492
307	0.02884671263
308	0.0286678793
309	0.02863173669
310	0.02843882059
311	0.02840365011
312	0.02821011987
313	0.02813313726
314	0.02786297837
315	0.02783078304
316	0.02779734736
317	0.02777478483
318	0.02774459218
319	0.02771316793
320	0.02766048693
321	0.02749785257
322	0.0274893784
323	0.02735761548
324	0.02730621158
325	0.02719375135
326	0.02716916812
327	0.02715570645
328	0.02709120742
329	0.02706432021
330	0.02703751248
331	0.02687508339
332	0.02669567897
333	0.0266269362
334	0.02638520253
335	0.02595333999
336	0.02577671988
337	0.02573838775
338	0.02564669901
339	0.02560744231
340	0.02540458913
341	0.02537356283
342	0.02534120331
343	0.02524740832
344	0.02515624756
345	0.02503058078
346	0.024962231
347	0.02493108544
348	0.02486857286
349	0.024770004
350	0.02463820006
351	0.02452705931
352	0.02428544969
353	0.02426123528
354	0.02397048932
355	0.02392283069
356	0.02390031865
357	0.02383899481
358	0.02369733735
359	0.02365528367
360	0.02361367379
361	0.02349395627
362	0.02347477601
363	0.02340026108
364	0.02331778362
365	0.02328572813
366	0.02325572047
367	0.02322856088
368	0.02312134608
369	0.02310952953
370	0.02297126863
371	0.02283372234
372	0.02281528594
373	0.0225516337
374	0.0225363838
375	0.02229815111
376	0.02223464904
377	0.02217179792
378	0.02209808214
379	0.02203558889
380	0.02194765659
381	0.02192157823
382	0.02188809849
383	0.02181709285
384	0.0217524358
385	0.02171618397
386	0.02165695657
387	0.02164517964
388	0.02164193099
389	0.02154257098
390	0.02143631796
391	0.0214284631
392	0.02140998033
393	0.02136471287
394	0.02134577791
395	0.02129666857
396	0.0212841998
397	0.02096464941
398	0.02096019577
399	0.02094396328
400	0.02093342869
401	0.02091899155
402	0.02090073704
403	0.02086429791
404	0.02084690253
405	0.02082801928
406	0.02081433426
407	0.02067051681
408	0.02059908482
409	0.02053719557
410	0.02046118113
411	0.02035573406
412	0.02033563816
413	0.02030091192
414	0.02023168476
415	0.02021947532
416	0.01997623598
417	0.01996083532
418	0.019896353
419	0.01986610231
420	0.01969907415
421	0.01965133639
422	0.01960788118
423	0.01951228669
424	0.01942563771
425	0.01939494994
426	0.01937643194
427	0.01935500352
428	0.01930647028
429	0.01928873813
430	0.0192395612
431	0.01922624149
432	0.01904026569
433	0.01902353907
434	0.01901109873
435	0.01898552254
436	0.01895855952
437	0.01890011993
438	0.01884472836
439	0.01866049984
440	0.01860511712
441	0.01856173487
442	0.0185321508
443	0.01849817021
444	0.01844954874
445	0.01842914454
446	0.0184007191
447	0.01838036798
448	0.0183568978
449	0.01833191139
450	0.01830668008
451	0.01829215646
452	0.0182365876
453	0.01822857649
454	0.01804897941
455	0.01803188941
456	0.01801964063
457	0.01800225376
458	0.01795184659
459	0.01794002694
460	0.0178904078
461	0.01777789374
462	0.01771037783
463	0.01769652548
464	0.01767550912
465	0.01766574179
466	0.01754382393
467	0.0175252411
468	0.01749889382
469	0.01748068529
470	0.01746557033
471	0.01745072041
472	0.01743594
473	0.01735785737
474	0.01731366215
475	0.01729811631
476	0.01727501189
477	0.01715625017
478	0.01711188196
479	0.01689657768
480	0.01687021829
481	0.01684716243
482	0.01683468646
483	0.01666971486
484	0.01665623476
485	0.01664489071
486	0.01663262328
487	0.01662073119
488	0.01661071613
489	0.01659912523
490	0.0164595034
491	0.01644326327
492	0.01643054337
493	0.0164214401
494	0.0164128295
495	0.01637092086
496	0.01635306043
497	0.01631593843
498	0.01630651672
499	0.01628353859
500	0.01626881604
501	0.01624631726
502	0.01619478224
503	0.01615618284
504	0.01613128735
505	0.01606670872
506	0.01604851376
507	0.01603296195
508	0.01601545238
509	0.01599719358
510	0.01598853752
511	0.015915953
512	0.01589815882
513	0.0158721572
514	0.0158501181
515	0.01582557722
516	0.01580386163
517	0.01577873672
518	0.01567873733
519	0.01559388469
520	0.01558631095
521	0.01557567886
522	0.01555623497
523	0.01550516066
524	0.01548608983
525	0.01535566073
526	0.01533538474
527	0.0153258548
528	0.0153114995
529	0.0153023553
530	0.01528312882
531	0.01527253867
532	0.01516582973
533	0.01514658682
534	0.01503052713
535	0.01502423428
536	0.01485976389
537	0.0148271358
538	0.01482221682
539	0.01481164153
540	0.01468847712
541	0.01463581627
542	0.01463000314
543	0.01461525171
544	0.01460389339
545	0.01459834757
546	0.01458560645
547	0.01456889611
548	0.01455335133
549	0.01448650998
550	0.01447877318
551	0.01446729256
552	0.01445905375
553	0.01444809436
554	0.01437695803
555	0.01435917004
556	0.01434729203
557	0.01429346436
558	0.01426095441
559	0.01424918443
560	0.01424042039
561	0.01423024809
562	0.01421433567
563	0.0141819219
564	0.01415313774
565	0.01412898952
566	0.01411669469
567	0.01406173969
568	0.01403974251
569	0.01403343974
570	0.0139817133
571	0.01396379595
572	0.01395971201
573	0.01387394876
574	0.01386759896
575	0.0138647776
576	0.01385444396
577	0.01384409479
578	0.01382292969
579	0.01376509463
580	0.01361000728
581	0.01352077781
582	0.01349393876
583	0.01348363257
584	0.01347086822
585	0.01343089562
586	0.01340328989
587	0.01337766318
588	0.01334275886
589	0.01323144862
590	0.01319903428
591	0.01318873321
592	0.01317420083
593	0.01305559616
594	0.01304727937
595	0.0130394258
596	0.01302507609
597	0.01299767047
598	0.01295179331
599	0.01289721788
600	0.01289167966
601	0.01285891638
602	0.01273181483
603	0.01271631031
604	0.01270788578
605	0.0126984995
606	0.01269012579
607	0.01263700063
608	0.01260400202
609	0.01258903039
610	0.01256960939
611	0.01253914256
612	0.01253010185
613	0.01252009979
614	0.01248687423
615	0.01247802143
616	0.01247322154
617	0.01245365919
618	0.01244127537
619	0.01243687079
620	0.01243077943
621	0.01237993262
622	0.01234360202
623	0.01231085899
624	0.0122992707
625	0.01225317993
626	0.0122462489
627	0.01223935282
628	0.01223610592
629	0.01222327993
630	0.01211885934
631	0.01211015264
632	0.01208344623
633	0.01205451438
634	0.01204649468
635	0.0119982952
636	0.01198096809
637	0.01197330951
638	0.01196696969
639	0.01195641027
640	0.01193459539
641	0.0119295833
642	0.01187939365
643	0.01179488667
644	0.01178370782
645	0.01175012956
646	0.011733404
647	0.01172797936
648	0.0116869627
649	0.01167142891
650	0.01166714582
651	0.01165830682
652	0.01164817357
653	0.01164308528
654	0.01158498516
655	0.01157313093
656	0.01155284599
657	0.01150580338
658	0.01149842386
659	0.01149388802
660	0.01148432685
661	0.01146572153
662	0.0114624106
663	0.01145551488
664	0.01138008227
665	0.01136947589
666	0.01135223078
667	0.01134609374
668	0.01131696393
669	0.01129161516
670	0.01125465686
671	0.01125296991
672	0.0112048433
673	0.01119297145
674	0.01117101979
675	0.01113160649
676	0.01111976494
677	0.01110334745
678	0.01102214607
679	0.01101860669
680	0.01101249119
681	0.01090745884
682	0.01089910233
683	0.01088175204
684	0.01086328974
685	0.01085651327
686	0.01085091682
687	0.01084173057
688	0.01083605841
689	0.01080727638
690	0.0108013192
691	0.01078295022
692	0.01077450759
693	0.01075496066
694	0.01075173532
695	0.0107388202
696	0.01073449967
697	0.01071489414
698	0.01071006306
699	0.01068762633
700	0.01067672271
701	0.01064312026
702	0.01051738477
703	0.01048225598
704	0.01045342579
705	0.01044220622
706	0.01042392828
707	0.01041527467
708	0.01040103763
709	0.0103959913
710	0.01038838251
711	0.01038212565
712	0.01036802507
713	0.01036528512
714	0.01036249718
715	0.01034205297
716	0.01033242654
717	0.01033056376
718	0.01025649822
719	0.01024620246
720	0.01024490176
721	0.01023082879
722	0.01020817275
723	0.01020131421
724	0.01017305
725	0.01016870665
726	0.01014015739
727	0.01013652108
728	0.01010064288
729	0.01007192589
730	0.01005248058
731	0.01003745491
732	0.01003115466
733	0.01002415717
734	0.01001654152
735	0.01000886174
736	0.009961068226
737	0.009950257922
738	0.009923111249
739	0.009847104528
740	0.009833501627
741	0.009831907548
742	0.009808700112
743	0.009781102495
744	0.009769375582
745	0.009761831706
746	0.009750147921
747	0.00974741075
748	0.009744882323
749	0.009735943075
750	0.009711824048
751	0.009691923562
752	0.009683631976
753	0.009675710904
754	0.009664350852
755	0.009651804439
756	0.009623467352
757	0.009619969644
758	0.009582293689
759	0.009565824437
760	0.009562207505
761	0.009559660447
762	0.009518668784
763	0.009511757958
764	0.009506706061
765	0.009481464355
766	0.009478063699
767	0.009472122823
768	0.009466221856
769	0.009455706349
770	0.009450084206
771	0.00944336002
772	0.009438166653
773	0.00936666314
774	0.009358598469
775	0.009357307756
776	0.009352229383
777	0.009322259384
778	0.009314554763
779	0.009306833203
780	0.009299264327
781	0.00927726814
782	0.009242063437
783	0.009233136019
784	0.009225080486
785	0.009220792255
786	0.009202842245
787	0.009196108839
788	0.009162670117
789	0.009156910871
790	0.009145470941
791	0.009139030224
792	0.009131132444
793	0.009126549001
794	0.009120666294
795	0.009109920288
796	0.009105578092
797	0.009093807693
798	0.009068173545
799	0.009058350466
800	0.009031648999
801	0.009013992524
802	0.009007416541
803	0.009002911398
804	0.008981889525
805	0.008962400715
806	0.008913180334
807	0.008904594191
808	0.008903373221
809	0.008895705155
810	0.008870454328
811	0.008866415794
812	0.008864137598
813	0.008858346375
814	0.008845126921
815	0.008841582624
816	0.008834719793
817	0.008829973754
818	0.008824926449
819	0.008818186584
820	0.008787982554
821	0.008728211296
822	0.008708628598
823	0.008702528364
824	0.008700536891
825	0.008696605559
826	0.008672957221
827	0.008670942853
828	0.008637218094
829	0.008631565505
830	0.008625533346
831	0.008566054797
832	0.008556322747
833	0.008550136981
834	0.008486388124
835	0.008483937153
836	0.008480707557
837	0.008468348479
838	0.008460684319
839	0.00845573029
840	0.008452380208
841	0.008450016265
842	0.008446473311
843	0.008433349357
844	0.008428275784
845	0.008422595895
846	0.008397857818
847	0.008392993853
848	0.008389739074
849	0.008385658442
850	0.008375184768
851	0.008365704144
852	0.00836435176
853	0.008353611362
854	0.008343964057
855	0.008336045668
856	0.008296062019
857	0.00828639048
858	0.008283438063
859	0.00827894917
860	0.008274335058
861	0.008268948425
862	0.008265176095
863	0.00826220266
864	0.008260331003
865	0.008254982165
866	0.008248103472
867	0.008239773986
868	0.008215824156
869	0.008210193484
870	0.008205726956
871	0.008199727787
872	0.008195295324
873	0.008186176541
874	0.008168019137
875	0.008163427853
876	0.008128455124
877	0.00811343105
878	0.008105870283
879	0.008056731953
880	0.008051186842
881	0.008047852367
882	0.008044854683
883	0.008038018339
884	0.008030030129
885	0.008022827071
886	0.008020948689
887	0.008008077225
888	0.007995956298
889	0.007985761272
890	0.007932732361
891	0.007909942599
892	0.007892887744
893	0.007858562006
894	0.00785022954
895	0.007841555211
896	0.007839078117
897	0.007834736259
898	0.007831412159
899	0.007828777727
900	0.007824497235
901	0.007821625889
902	0.007807754859
903	0.0077941906
904	0.007790986262
905	0.007770607609
906	0.007764324343
907	0.007760256854
908	0.007738154048
909	0.007735916166
910	0.007728849234
911	0.007720793789
912	0.007716219915
913	0.007706932833
914	0.0077016152
915	0.007700388074
916	0.007696976163
917	0.007668542591
918	0.007664153105
919	0.007656890595
920	0.007651982404
921	0.007648398334
922	0.007641261462
923	0.007638649612
924	0.007633599471
925	0.007623966184
926	0.007622041775
927	0.007618080596
928	0.007614459143
929	0.007588766226
930	0.007575492832
931	0.007563313639
932	0.00755859172
933	0.007554877641
934	0.007550668279
935	0.007532529854
936	0.007530539062
937	0.007527119202
938	0.007524907777
939	0.007512730919
940	0.007509634649
941	0.007506332715
942	0.007497948328
943	0.007491514428
944	0.007485235064
945	0.007479817538
946	0.007450574662
947	0.00744440764
948	0.007430660402
949	0.007426931997
950	0.007421294866
951	0.007414656507
952	0.007407417092
953	0.007405617887
954	0.007403002773
955	0.007401212918
956	0.007397922747
957	0.00736103274
958	0.007358113187
959	0.007357055825
960	0.007351772686
961	0.007311847389
962	0.007305531705
963	0.007291262194
964	0.007289191417
965	0.007283519585
966	0.007282533079
967	0.007278880115
968	0.007270403563
969	0.007254970671
970	0.007224045696
971	0.007219935011
972	0.007216868326
973	0.007213719001
974	0.007203873807
975	0.007193949996
976	0.007183710012
977	0.007180155257
978	0.007139766081
979	0.007134750048
980	0.007132879917
981	0.007130171842
982	0.007108323611
983	0.007106207828
984	0.007103909314
985	0.007090687107
986	0.007088386037
987	0.007086174248
988	0.007085061588
989	0.007073401104
990	0.007037155058
991	0.007034515999
992	0.007033009702
993	0.007027588728
994	0.007020647064
995	0.007018798664
996	0.00700312168
997	0.006997274384
998	0.006995472262
999	0.006991074115
