iter	Passed	Remaining
282	45197	114510
283	45355	114347
284	45534	114236
285	45777	114282
286	45929	114103
287	46093	113952
288	46274	113845
289	46441	113701
290	46615	113575
291	46789	113449
292	46956	113303
293	47090	113081
294	47263	112951
295	47427	112801
296	47608	112689
297	47862	112749
298	48034	112614
299	48205	112480
300	48375	112341
301	48533	112173
302	48703	112033
303	48868	111882
304	49058	111788
305	49226	111643
306	49368	111441
307	49526	111274
308	49672	111079
309	49824	110898
310	49997	110765
311	50166	110623
312	50333	110477
313	50498	110325
314	50656	110157
315	50825	110014
316	50979	109839
317	51141	109681
318	51304	109525
319	51466	109365
320	51623	109197
321	51779	109026
322	51923	108830
323	52077	108656
324	52215	108447
325	52360	108253
326	52510	108071
327	52691	107953
328	52842	107772
329	53014	107634
330	53146	107417
331	53322	107287
332	53483	107127
333	53629	106938
334	53786	106770
335	53946	106609
336	54096	106427
337	54255	106264
338	54438	106146
339	54621	106030
340	54788	105881
341	54942	105708
342	55108	105558
343	55270	105398
344	55439	105254
345	55606	105106
346	55750	104914
347	55909	104750
348	56056	104564
349	56230	104427
350	56378	104244
351	56560	104122
352	56780	104071
353	56951	103928
354	57118	103778
355	57298	103652
356	57452	103478
357	57621	103332
358	57775	103159
359	57923	102974
360	58073	102794
361	58258	102675
362	58395	102473
363	58546	102295
364	58769	102243
365	58945	102108
366	59115	101962
367	59302	101845
368	59472	101698
369	59646	101559
370	59811	101406
371	59968	101237
372	60113	101047
373	60279	100896
374	60445	100742
375	60621	100605
376	60786	100450
377	61073	100497
378	61199	100276
379	61344	100088
380	61485	99894
381	61647	99733
382	61799	99557
383	61976	99421
384	62132	99251
385	62288	99080
386	62446	98914
387	62605	98749
388	62767	98588
389	62953	98465
390	63092	98269
391	63501	98492
392	63647	98305
393	63816	98154
394	63994	98016
395	64176	97884
396	64353	97746
397	64540	97621
398	64707	97467
399	64859	97289
400	65029	97138
401	65204	96995
402	65358	96820
403	65529	96671
404	65691	96509
405	65862	96359
406	66003	96167
407	66189	96039
408	66343	95865
409	66506	95705
410	66674	95551
411	66862	95425
412	67032	95273
413	67213	95137
414	67384	94987
415	67556	94838
416	67766	94742
417	67944	94601
418	68105	94436
419	68288	94303
420	68436	94119
421	68615	93980
422	68782	93824
423	68955	93674
424	69106	93497
425	69279	93348
426	69437	93178
427	69611	93031
428	69796	92899
429	69970	92751
430	70120	92571
431	70282	92408
432	70428	92223
433	70598	92071
434	70751	91895
435	70921	91742
436	71088	91585
437	71260	91435
438	71429	91280
439	71591	91116
440	71749	90947
441	71928	90806
442	72106	90662
443	72265	90494
444	72437	90343
445	72612	90196
446	72749	90000
447	72925	89854
448	73093	89698
449	73258	89538
450	73420	89374
451	73599	89231
452	73763	89070
453	73942	88926
454	74144	88811
455	74332	88677
456	74499	88519
457	74664	88358
458	74837	88206
459	74999	88042
460	75151	87867
461	75319	87709
462	75462	87523
463	75621	87355
464	75776	87184
465	75924	87003
466	76098	86853
467	76273	86703
468	76454	86561
469	76632	86415
470	76798	86256
471	76971	86104
472	77133	85939
473	77312	85794
474	77466	85621
475	77634	85463
476	77806	85310
477	77958	85134
478	78122	84972
479	78277	84801
480	78482	84682
481	78647	84521
482	78809	84357
483	78971	84192
484	79146	84042
485	79324	83894
486	79488	83732
487	79664	83582
488	79827	83419
489	79999	83264
490	80162	83101
491	80352	82965
492	80583	82871
493	80754	82716
494	80897	82531
495	81080	82388
496	81245	82226
497	81416	82070
498	81591	81918
499	81772	81772
500	81892	81565
501	82063	81409
502	82214	81233
503	82385	81077
504	82558	80923
505	82741	80778
506	82940	80649
507	83112	80494
508	83273	80328
509	83442	80169
510	83615	80015
511	83785	79857
512	83955	79700
513	84127	79544
514	84298	79388
515	84479	79240
516	84656	79088
517	84807	78913
518	85007	78783
519	85182	78630
520	85345	78465
521	85522	78313
522	85666	78131
523	85804	77944
524	85953	77767
525	86123	77609
526	86284	77443
527	86455	77286
528	86605	77110
529	86777	76953
530	86909	76761
531	87070	76595
532	87253	76448
533	87430	76296
534	87567	76110
535	87752	75964
536	87901	75788
537	88084	75641
538	88256	75484
539	88423	75324
540	88595	75166
541	88759	75003
542	88911	74830
543	89088	74676
544	89280	74537
545	89469	74394
546	89637	74233
547	89813	74079
548	89971	73910
549	90154	73762
550	90325	73604
551	90486	73438
552	90651	73275
553	90830	73123
554	91006	72969
555	91173	72807
556	91354	72656
557	91505	72482
558	91663	72313
559	91841	72161
560	92011	72001
561	92175	71838
562	92340	71674
563	92513	71517
564	92654	71336
565	92830	71181
566	93001	71022
567	93185	70873
568	93331	70696
569	93492	70529
570	93649	70360
571	93829	70207
572	93993	70043
573	94160	69882
574	94321	69715
575	94501	69563
576	94657	69393
577	94803	69216
578	94963	69049
579	95138	68893
580	95302	68729
581	95466	68565
582	95638	68406
583	95809	68247
584	95981	68089
585	96160	67936
586	96308	67760
587	96494	67611
588	96656	67445
589	96803	67270
590	96977	67112
591	97121	66935
592	97297	66779
593	97446	66604
594	97597	66431
595	97809	66300
596	97984	66143
597	98144	65977
598	98303	65809
599	98439	65626
600	98600	65459
601	98751	65287
602	98919	65125
603	99092	64968
604	99237	64791
605	99402	64628
606	99564	64462
607	99726	64297
608	99896	64137
609	100094	63994
610	100267	63836
611	100430	63671
612	100592	63506
613	100748	63336
614	100910	63171
615	101085	63014
616	101212	62827
617	101388	62670
618	101570	62517
619	101745	62359
620	101894	62186
621	102071	62030
622	102229	61862
623	102400	61702
624	102552	61531
625	102723	61371
626	102864	61193
627	103050	61042
628	103224	60884
629	103374	60711
630	103547	60552
631	103694	60379
632	103850	60210
633	104016	60047
634	104171	59878
635	104341	59717
636	104494	59547
637	104674	59392
638	104831	59224
639	105012	59069
640	105145	58888
641	105307	58723
642	105460	58552
643	105632	58392
644	105780	58220
645	105966	58068
646	106133	57905
647	106318	57753
648	106486	57591
649	106945	57585
650	107091	57411
651	107240	57239
652	107393	57068
653	107543	56896
654	107708	56732
655	107880	56571
656	108045	56407
657	108211	56243
658	108363	56072
659	108536	55912
660	108702	55749
661	108860	55581
662	109045	55427
663	109216	55266
664	109354	55088
665	109528	54928
666	109686	54761
667	109844	54593
668	110012	54430
669	110181	54268
670	110334	54098
671	110510	53939
672	110678	53776
673	110850	53616
674	111023	53455
675	111240	53316
676	111448	53172
677	111615	53009
678	111766	52837
679	111937	52676
680	112094	52508
681	112278	52352
682	112433	52183
683	112604	52021
684	112768	51857
685	112926	51689
686	113095	51526
687	113253	51359
688	113445	51207
689	113621	51047
690	113782	50881
691	113950	50717
692	114092	50543
693	114261	50380
694	114420	50213
695	114583	50048
696	114751	49884
697	114904	49715
698	115057	49545
699	115221	49380
700	115367	49208
701	115535	49044
702	115704	48882
703	115849	48709
704	116005	48541
705	116169	48376
706	116338	48213
707	116509	48051
708	116684	47891
709	116853	47728
710	116993	47554
711	117144	47384
712	117324	47226
713	117467	47052
714	117637	46890
715	117823	46734
716	117990	46570
717	118152	46405
718	118332	46246
719	118481	46076
720	118644	45911
721	118801	45743
722	118969	45580
723	119121	45411
724	119284	45245
725	119438	45077
726	119606	44914
727	119774	44750
728	119935	44585
729	120081	44413
730	120245	44248
731	120374	44071
732	120533	43905
733	120686	43736
734	120846	43570
735	121003	43403
736	121178	43242
737	121339	43077
738	121504	42913
739	121657	42744
740	121831	42583
741	121965	42408
742	122138	42247
743	122316	42087
744	122469	41919
745	122622	41750
746	122779	41584
747	122924	41412
748	123094	41250
749	123256	41085
750	123431	40924
751	123574	40753
752	123753	40593
753	123900	40423
754	124060	40258
755	124223	40093
756	124558	39983
757	124775	39836
758	124936	39670
759	125090	39502
760	125264	39340
761	125430	39176
762	125600	39013
763	125776	38852
764	125962	38694
765	126128	38530
766	126309	38370
767	126474	38205
768	126644	38042
769	126840	37887
770	127008	37723
771	127165	37556
772	127341	37395
773	127507	37230
774	127680	37068
775	127849	36904
776	127995	36734
777	128165	36571
778	128330	36407
779	128505	36245
780	128659	36077
781	128829	35914
782	129021	35756
783	129183	35591
784	129319	35418
785	129485	35254
786	129617	35080
787	129774	34913
788	129918	34743
789	130089	34580
790	130245	34413
791	130417	34250
792	130574	34084
793	130743	33920
794	130882	33749
795	131056	33587
796	131223	33423
797	131394	33260
798	131560	33095
799	131708	32927
800	131871	32762
801	132030	32595
802	132198	32432
803	132364	32267
804	132524	32102
805	132673	31933
806	132815	31763
807	132975	31598
808	133121	31429
809	133292	31266
810	133474	31105
811	133649	30943
812	133785	30772
813	133958	30609
814	134116	30443
815	134286	30280
816	134446	30114
817	134612	29950
818	134770	29784
819	134937	29620
820	135081	29451
821	135255	29288
822	135414	29123
823	135576	28958
824	135803	28806
825	135977	28644
826	136137	28478
827	136303	28314
828	136468	28149
829	136634	27985
830	136793	27819
831	136962	27655
832	137098	27485
833	137226	27313
834	137395	27149
835	137551	26983
836	137713	26818
837	137899	26658
838	138080	26496
839	138237	26330
840	138399	26165
841	138553	25999
842	138698	25831
843	138854	25665
844	138984	25494
845	139131	25326
846	139284	25160
847	139463	24998
848	139612	24831
849	139775	24666
850	139949	24503
851	140097	24336
852	140253	24170
853	140405	24003
854	140559	23837
855	140764	23680
856	140927	23515
857	141083	23349
858	141205	23178
859	141378	23015
860	141547	22851
861	141707	22686
862	141858	22519
863	142118	22370
864	142291	22207
865	142466	22044
866	142625	21879
867	142811	21717
868	142975	21553
869	143150	21390
870	143290	21222
871	143466	21059
872	143614	20892
873	143788	20729
874	143933	20561
875	144091	20396
876	144322	20241
877	144473	20074
878	144627	19908
879	144784	19743
880	144939	19577
881	145090	19411
882	145254	19246
883	145434	19084
884	145576	18916
885	145744	18752
886	145897	18586
887	146032	18418
888	146193	18253
889	146326	18085
890	146614	17935
891	146756	17768
892	146904	17602
893	147054	17435
894	147219	17271
895	147375	17106
896	147541	16941
897	147701	16776
898	147877	16613
899	148030	16447
900	148181	16281
901	148329	16115
902	148470	15948
903	148635	15784
904	148834	15623
905	149017	15460
906	149153	15293
907	149318	15129
908	149471	14963
909	149637	14799
910	149797	14634
911	149968	14470
912	150128	14305
913	150293	14141
914	150459	13977
915	150632	13813
916	150789	13648
917	151096	13496
918	151240	13330
919	151389	13164
920	151546	12999
921	151707	12834
922	151860	12668
923	152009	12502
924	152154	12336
925	152309	12171
926	152452	12005
927	152595	11839
928	152745	11673
929	152912	11509
930	153076	11345
931	153233	11180
932	153499	11023
933	153674	10859
934	153843	10694
935	154009	10530
936	154158	10364
937	154316	10200
938	154479	10035
939	154650	9871
940	154795	9705
941	154961	9541
942	155112	9375
943	155288	9212
944	155444	9047
945	155609	8882
946	155774	8718
947	155913	8552
948	156059	8386
949	156216	8221
950	156362	8056
951	156528	7892
952	156659	7726
953	156836	7562
954	156985	7397
955	157139	7232
956	157304	7068
957	157463	6903
958	157671	6740
959	157828	6576
960	157978	6411
961	158149	6247
962	158293	6081
963	158454	5917
964	158598	5752
965	158766	5588
966	158911	5423
967	159083	5258
968	159241	5094
969	159409	4930
970	159560	4765
971	159721	4601
972	159885	4436
973	160029	4271
974	160167	4106
975	160352	3943
976	160505	3778
977	160678	3614
978	160820	3449
979	160979	3285
980	161131	3120
981	161289	2956
982	161443	2792
983	161614	2627
984	161772	2463
985	161934	2299
986	162184	2136
987	162360	1971
988	162506	1807
989	162669	1643
990	162800	1478
991	162969	1314
992	163136	1150
993	163313	985
994	163456	821
995	163642	657
996	163798	492
997	163977	328
998	164179	164
999	164348	0
